store,websites,attribute_set,type,sku,model,name,cost_price,price,special_price,categories,manufacturer,description,short_description,weight,age,gender,warranty,warranty_text,has_options,is_in_stock,qty,status,options_container,tax_class_id,visibility,Color:drop_down:1:1,Size:drop_down:1:0,image,_media_image,small_image,thumbnail,meta_description,meta_keyword
Admin,base,Default,simple,YON00030,YON00030,ARC SABER 5,14330,8598,11464,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"Yonex Arc Saber 5 is the latest release in the Arc Saber series for 2010. The feel of the racket is similar to the Arc Saber 7 with the exception of the stiffness of the shaft. The Arc Saber 5 is a stiffer racket to more control to the player. Other than that, the Yonex Arc SAber 5 racket has the similar comfortable feel that the Arc Saber 7 has with a much sharper look of black, purple, and silver color. The Arc Saber 5 looks like the black Spiderman.
The ArcSaber Series of rackets utilize Yonexs exclusive Cup-Stack Carbon Nanotube technology to create a revolutionary blend of power and control. Positioned at the sides of the racket frame, this revolutionary technology absorbs and harnesses energy from the shuttleâ€™s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.",Arc Saber 5,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00030.jpg,YON00030.jpg,YON00030.jpg,YON00030.jpg,"Yonex Arc Saber 5 is the latest release in the Arc Saber series for 2010. The feel of the racket is similar to the Arc Saber 7 with the exception of the stiffness of the shaft. The Arc Saber 5 is a stiffer racket to more control to the player. Other than that, the Yonex Arc SAber 5 racket has the similar comfortable feel that the Arc Saber 7 has with a much sharper look of black, purple, and silver color. The Arc Saber 5 looks like the black Spiderman.
The ArcSaber Series of rackets utilize Yonexs exclusive Cup-Stack Carbon Nanotube technology to create a revolutionary blend of power and control. Positioned at the sides of the racket frame, this revolutionary technology absorbs and harnesses energy from the shuttleâ€™s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.","Yonex Arc Saber 5,Yonex Rackets"
Admin,base,Default,simple,YON00031,YON00031,NS 6600,14180,4254,7090,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"The Yonex new line of badminton racquet, NanoSpeed, uses the latest nano-technology to create a more durable and powerful badminton racquet. The NanoSpeed 6600 is light and very fast racket to swing. It has FX Plus vibration cap to reduce shock to the hand. The racket is easy to use and has excellent shiny orange look.
By controlling how badminton racquet material performs at the level of a thousand millionth of a particle unit, YONEX reduces the amount of racquet material the shaft needs for high strength. This makes the NanoSpeed line of badminton racquets shaft thinner and stronger to realize the long-time badminton player dream of a thinner and strong frame for quick racquet maneuverability.",Nanospeed 6600,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00031.jpg,YON00031.jpg,YON00031.jpg,YON00031.jpg,"The Yonex new line of badminton racquet, NanoSpeed, uses the latest nano-technology to create a more durable and powerful badminton racquet. The NanoSpeed 6600 is light and very fast racket to swing. It has FX Plus vibration cap to reduce shock to the hand. The racket is easy to use and has excellent shiny orange look.
By controlling how badminton racquet material performs at the level of a thousand millionth of a particle unit, YONEX reduces the amount of racquet material the shaft needs for high strength. This makes the NanoSpeed line of badminton racquets shaft thinner and stronger to realize the long-time badminton player dream of a thinner and strong frame for quick racquet maneuverability.","NanoSpeed,ns, Yonex ns"
Admin,base,Default,simple,YON00032,YON00032,ARCSABER 7,,0,,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"The ArcSaber Series of racquets utilize Yonex’s exclusive Cup-Stack Carbon nanotube technology to create a revolutionary blend of power and control.Positioned at the sides of the racquet frame, this revolutionary technology absorbs and harnesses energy from the shuttle’s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.Flex: Medium  Frame: H.M. Graphite CS Carbon Nanotube Shaft: H.M. Graphite Weight/Grip size: 3U (85-89.9g) G4",The ArcSaber Series of racquets utilize Yonex’s exclusive Cup-Stack Carbon nanotube technology to create a revolutionary blend of power and control.,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00032.jpg,YON00032.jpg,YON00032.jpg,YON00032.jpg,"The ArcSaber Series of racquets utilize Yonex’s exclusive Cup-Stack Carbon nanotube technology to create a revolutionary blend of power and control.Positioned at the sides of the racquet frame, this revolutionary technology absorbs and harnesses energy from the shuttle’s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.Flex: Medium  Frame: H.M. Graphite CS Carbon Nanotube Shaft: H.M. Graphite Weight/Grip size: 3U (85-89.9g) G4","Supreme strength, pinpoint accuracy, Cup stack carbon Nanotube technology "
Admin,base,Default,simple,YON00033,YON00033,ARCSSABER 5 DX,,0,,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,Flex: Medium Frame: H.M. Graphite CS Carbon Nanotube Shaft:Graphite Weight/Grip size:3U (85-89.9g) G4,ARCSSABER 5 DX has Flex: Medium Frame: H.M. Graphite CS Carbon Nanotube Shaft:Graphite Weight/Grip size:3U (85-89.9g) G4,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00033.jpg,YON00033.jpg,YON00033.jpg,YON00033.jpg,Flex: Medium Frame: H.M. Graphite CS Carbon Nanotube Shaft:Graphite Weight/Grip size:3U (85-89.9g) G4,"ARCSSABER 5 DX, Medium flex, Graphite shaft Grip 3U (85-89.9g) G4"
Admin,base,Default,simple,YON00034,YON00034,NS 9900,22490,13494,17992,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,The new generation of X-Fullerene has four radial ribs which unite the carbon atoms into a unique soccer ball structure. The X-Fullerene features in the resin which bonds carbon fibres to creates a cross-link construction. This translates to a 5% increase in repulsion power and 15% greater stability. Flex: Extra Stiff Frame: H.M. Graphite X-Fullerene Shaft: H.M. Graphite Fullerene Weight/Grip size: 3U (85-89.9g) G3,NS 9900 is the X-Fullerene features in the resin which bonds carbon fibres to creates a cross-link construction. ,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00034.jpg,YON00034.jpg,YON00034.jpg,YON00034.jpg,The new generation of X-Fullerene has four radial ribs which unite the carbon atoms into a unique soccer ball structure. The X-Fullerene features in the resin which bonds carbon fibres to creates a cross-link construction. This translates to a 5% increase in repulsion power and 15% greater stability. Flex: Extra Stiff Frame: H.M. Graphite X-Fullerene Shaft: H.M. Graphite Fullerene Weight/Grip size: 3U (85-89.9g) G3,"New Generation, X-Fullerene, Four Radial ribs"
Admin,base,Default,simple,YON00035,YON00035,VT 70,20330,12198,16264,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.Flex: Medium Frame: H.M. Graphite Sound Filter Tungsten Shaft: H.M. Graphite Ultra PEF Weight/Grip Size: 3U (85-89.9g) G4,VT 70 is a stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. ,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00035.jpg,YON00035.jpg,YON00035.jpg,YON00035.jpg,The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.Flex: Medium Frame: H.M. Graphite Sound Filter Tungsten Shaft: H.M. Graphite Ultra PEF Weight/Grip Size: 3U (85-89.9g) G4,"Energy transfer, in every shot"
Admin,base,Default,simple,YON00036,YON00036,VT 80,20760,6228,10380,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex:Stiff Frame: H.M. Graphite Sound Filter Tungsten Shaft: H.M. Graphite Nanopreme Weight/Grip Size: 3U (85-89.9g) G4",VT 80 is stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00036.jpg,YON00036.jpg,YON00036.jpg,YON00036.jpg,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex:Stiff Frame: H.M. Graphite Sound Filter Tungsten Shaft: H.M. Graphite Nanopreme Weight/Grip Size: 3U (85-89.9g) G4","Reduced air resistance, Improves handling, Louder & sharper sounds "
Admin,base,Default,simple,YON00037,YON00037,ARCSABER Z S,,0,,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"Carbon Nanotube: The ArcSaber Series of racquets utilise Yonex’s exclusive Cup-Stack Carbon Nanotube technology to create a revolutionary blend of power and control.Positioned at the sides of the racquet frame, this revolutionary technology absorbs and harnesses energy from the shuttle’s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.Compact Frame: The first racquet from YONEX with a compact frame. The smaller frame size
further reduces unwanted air resistance and improves feel.Super Slim Long Shaft: The slimmest racquet ever produced by YONEX vastly reduces air 
resistance whilst providing maximum feel.Flex: Stiff Frame: H.M. Graphite H.T. Graphite CS Carbon Nanotube Shaft: H.M. Graphite Super HMG Ulta PEF Weight/Grip Size: 3U (85-89.9g) G3 Recommended String Tension: 3U/19~24 (lbs)All-time record smash speed of 421 km/h. Certified by Guinness World RecordsTM

",ARCSABER Z S is the slimmest racquet ever produced by YONEX vastly reduces air resistance whilst providing maximum feel,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00037.jpg,YON00037.jpg,YON00037.jpg,YON00037.jpg,"Carbon Nanotube: The ArcSaber Series of racquets utilise Yonex’s exclusive Cup-Stack Carbon Nanotube technology to create a revolutionary blend of power and control.Positioned at the sides of the racquet frame, this revolutionary technology absorbs and harnesses energy from the shuttle’s impact to provide the player with unparalleled feel during every shot. This energy is then transferred into a return of supreme strength and pinpoint accuracy.Compact Frame: The first racquet from YONEX with a compact frame. The smaller frame size further reduces unwanted air resistance and improves feel.Super Slim Long Shaft: The slimmest racquet ever produced by YONEX vastly reduces air resistance whilst providing maximum feel.Flex: Stiff Frame: H.M. Graphite H.T. Graphite CS Carbon Nanotube Shaft: H.M. Graphite Super HMG Ulta PEF Weight/Grip Size: 3U (85-89.9g) G3 Recommended String Tension: 3U/19~24 (lbs)All-time record smash speed of 421 km/h. Certified by Guinness World RecordsTM

","smash speed of 421 km/h, Certified by Guinness World RecordsTM"
Admin,base,Default,simple,YON00038,YON00038,VOLTRIC Z FORCE,,0,,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex:Extra Stiff Frame: H.M. Graphite Sound Filter EX-HMG Tungsten Shaft: H.M. Graphite Nanopreme Weight/Grip Size: 3U (85-89.9g) G4",,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00038.jpg,YON00038.jpg,YON00038.jpg,YON00038.jpg,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex:Extra Stiff Frame: H.M. Graphite Sound Filter EX-HMG Tungsten Shaft: H.M. Graphite Nanopreme Weight/Grip Size: 3U (85-89.9g) G4","Balanced weight, Reduce air resistance, improves handling."
Admin,base,Default,simple,YON00039,YON00039,VOLTRIC 9,,0,,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex: Stiff Frame: H.M. Graphite  Sound Filter Tungsten Shaft: H.M. Graphite  Weight/Grip Size: 3U (85-89.9g) G4",Voltric 9,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00039.jpg,YON00039.jpg,YON00039.jpg,YON00039.jpg,"VOLTRIC IS POWER The stiff racquet structure at the top of the frame head allows the head to bend in a very controlled way and hold shuttles on the string bed for longer. The thin frame sides then allow the frame to flex more and transfer more energy to the shuttle. This combination allows you to smash with instant power.VOLTRIC IS AGILITY In VOLTRIC, the weight is balanced on the top of the frame and at the joint area which allows good handling while also maintaining power. The thin sides of the frame and at the top of the head reduced air resistance and improve the handling even further. Players can now make a full swing even during short range rallies as VOLTRIC responds instantly to even subtle movements.VOLTRIC IS STRONG SOUNDINGAnother innovative Yonex technology, SOUND FILTER uses new materials at the two and ten o'clock positions to reduce only high pitched and dull soundwaves. This produces a louder and sharper sounds on impact to unsettle opponents, and provides a more aggressive tone to your game for a relentlessly attacking style of play. Flex: Stiff Frame: H.M. Graphite  Sound Filter Tungsten Shaft: H.M. Graphite  Weight/Grip Size: 3U (85-89.9g) G4","Power, Agility, Strong Sounding"
Admin,base,Default,simple,YON00041,YON00041,NANORAY 700,22310,13386,17848,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,Flex: Stiff Frame: H.M. Graphite Fullerene Shaft: H.M. Graphite X-Fullerene Weight/Grip Size: 3U (85-89.9g) G4 Overwhelm opponents with even faster shot-making and greater repulsion power.,Nanoray 700 Overwhelm opponents with even faster shot-making and greater repulsion power.,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00041.jpg,YON00041.jpg,YON00041.jpg,YON00041.jpg,Flex: Stiff Frame: H.M. Graphite Fullerene Shaft: H.M. Graphite X-Fullerene Weight/Grip Size: 3U (85-89.9g) G4Overwhelm opponents with even faster shot-making and greater repulsion power.,"faster shot-making,  greater repulsion power."
,,,,,,,,,,,,,,,,,,,,,,,,,"Catalog,Search",,,,,,,,
,,,,,,SHUTTLE CORKS,,,,,,,,,,,,,,,,,,,"Catalog,Search",,,,,,,,
Admin,base,Default,simple,YON00042,YON00042,AS20,,,,Sports / Badminton;;Accessories/Badminton Shuttle corks,YONEX,"The Aerosensa 20 goose feather badminton shuttlecock is an excellent shuttles used in tournaments and club matches. The shuttlecock offers god durability, excellent flight and trajectory.",Yonex Aerosensa 20,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00042.jpg,YON00042.jpg,YON00042.jpg,YON00042.jpg,"The Aerosensa 20 goose feather badminton shuttlecock is an excellent shuttles used in tournaments and club matches. The shuttlecock offers god durability, excellent flight and trajectory.","Aerosensa 20,Yonex Shuttle cocks"
Admin,base,Default,simple,YON00043,YON00043,MAVIS 10,,,,Sports / Badminton;;Accessories/Badminton Shuttle corks;;Brands/Mavis,YONEX,"Products of precision manufacture, Yonex nylon shuttlecocks closely approximate the fast recovery, peak, drop and flight trajectory of feather shuttlecocks. Material:Nylon
Developed using the flight timing of feather shuttlecocks, Mavis Nylon Shuttlecocks are precision designed and manufactured to provide accurate flight performance
",Mavis 10 Shuttle corks are precision designed and manufactured to provide accurate flight performance,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00043.jpg,YON00043.jpg,YON00043.jpg,YON00043.jpg,"Products of precision manufacture, Yonex nylon shuttlecocks closely approximate the fast recovery, peak, drop and flight trajectory of feather shuttlecocks. Material:Nylon
Developed using the flight timing of feather shuttlecocks, Mavis Nylon Shuttlecocks are precision designed and manufactured to provide accurate flight performance
","Fast recovery, peak, drop, accurate flight performance"
Admin,base,Default,simple,YON00044,YON00044, ATG 900 PWR / TECH,16050,4815,8025,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"Yonex Armortec 900 Power is designed for hard hitters and offensive / attacking players. The racket is made to help players produce explosive smash power using Yonex latest technologies, MicroTi and ElasticTi. MicroTi is loaded into the top of the frame to help hold the shuttlecock like a bow holding an arrow. The ElasticTi which is loaded into the frame and the shaft of the racket help to store and release the energy as bow pulls and releases an arrow to its target. 
Single Pass stringing - smaller grommets hole at the top for more frame stability. 
Damage to the top of a racquet through contact with a partner's racquet characterizes the doubles game. The Single-pass Grommet Hole Construction puts more grommet holes at the top of the frame at the 10 o'clock and 2 o'clock position, creating a unique single-pass stringing pattern for Armortec-800 that builds 7% more durabil-ity upward in the frame for greater protection against contact damage. ",Yonex ATG 900 Plus,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00044.jpg,YON00044.jpg,YON00044.jpg,YON00044.jpg,"Yonex Armortec 900 Power is designed for hard hitters and offensive / attacking players. The racket is made to help players produce explosive smash power using Yonex latest technologies, MicroTi and ElasticTi. MicroTi is loaded into the top of the frame to help hold the shuttlecock like a bow holding an arrow. The ElasticTi which is loaded into the frame and the shaft of the racket help to store and release the energy as bow pulls and releases an arrow to its target. 
Single Pass stringing - smaller grommets hole at the top for more frame stability. 
Damage to the top of a racquet through contact with a partner's racquet characterizes the doubles game. The Single-pass Grommet Hole Construction puts more grommet holes at the top of the frame at the 10 o'clock and 2 o'clock position, creating a unique single-pass stringing pattern for Armortec-800 that builds 7% more durabil-ity upward in the frame for greater protection against contact damage. ","Yonex Rackets,Yonex Armotec 900 Power"
Admin,base,Default,simple,YON00045,YON00045,ARC Z SPLASH,18620,5586,9310,Sports / Badminton/ Rackets;;Brands/Yonex/Rackets,YONEX,"The Arc Saber Z Slash is a push for Yonex to increase the speed of smash through technological breakthrough. The Arc Saber Z Slash is an upgrade from Arc Saber 10 with improvement at molecule level. Increase power and increase speed is the goal of Arc Saber Z Slash as Yonex smashes the Smash Barrier.

Yonex has created a badminton racket to keep up with the ever increasing speed of the badminton game. By focusing on their flagship technologies Yonex has created the ArcSaber Z-Slash, a new model allowing players with an aggressive playing style, to smash with the fastest swing speeds possible. The Z-Slash is the first of a new generation of slim rackets that, just like professional athletes, carry no extra fat for the ultimate in performance. It is Yonex latest and greatest lean and powerful machine.

The ""Z-Slash"" features three dimensions of technology to bring out a playerâ€™s maximum potential. In testing one of the worldâ€™s leading players achieved a smash speed of 414 km/h.",ARC Z SPLASH,,,,,,,1,100,Enabled,,,"Catalog,Search",,,YON00045.jpg,YON00045.jpg,YON00045.jpg,YON00045.jpg,"The Arc Saber Z Slash is a push for Yonex to increase the speed of smash through technological breakthrough. The Arc Saber Z Slash is an upgrade from Arc Saber 10 with improvement at molecule level. Increase power and increase speed is the goal of Arc Saber Z Slash as Yonex smashes the Smash Barrier.

Yonex has created a badminton racket to keep up with the ever increasing speed of the badminton game. By focusing on their flagship technologies Yonex has created the ArcSaber Z-Slash, a new model allowing players with an aggressive playing style, to smash with the fastest swing speeds possible. The Z-Slash is the first of a new generation of slim rackets that, just like professional athletes, carry no extra fat for the ultimate in performance. It is Yonex latest and greatest lean and powerful machine.

The ""Z-Slash"" features three dimensions of technology to bring out a playerâ€™s maximum potential. In testing one of the worldâ€™s leading players achieved a smash speed of 414 km/h.","Yonex Rackets,Yonex Arc Saber Z Slash"
